Epoch 0, Loss: 0.7817723155021667, time: 0.25 seconds
Epoch 104, Loss: 0.18473118543624878, time: 0.00 seconds
Epoch 105, Loss: 0.18200017511844635, time: 0.00 seconds
Epoch 106, Loss: 0.17932681739330292, time: 0.01 seconds
Epoch 107, Loss: 0.1766991764307022, time: 0.00 seconds
Epoch 108, Loss: 0.17410770058631897, time: 0.00 seconds
Epoch 109, Loss: 0.17154522240161896, time: 0.00 seconds
Epoch 110, Loss: 0.16900691390037537, time: 0.00 seconds
Epoch 111, Loss: 0.16648979485034943, time: 0.00 seconds
Epoch 112, Loss: 0.16399270296096802, time: 0.00 seconds
Epoch 113, Loss: 0.16151581704616547, time: 0.00 seconds
Epoch 114, Loss: 0.15906034409999847, time: 0.00 seconds
Epoch 115, Loss: 0.15662823617458344, time: 0.00 seconds
Epoch 116, Loss: 0.15422184765338898, time: 0.00 seconds
Epoch 117, Loss: 0.15184380114078522, time: 0.00 seconds
Epoch 118, Loss: 0.1494966596364975, time: 0.00 seconds
Epoch 119, Loss: 0.14718285202980042, time: 0.00 seconds
Epoch 120, Loss: 0.14490444958209991, time: 0.00 seconds
Epoch 121, Loss: 0.1426631063222885, time: 0.00 seconds
Epoch 122, Loss: 0.14046010375022888, time: 0.00 seconds
Epoch 123, Loss: 0.13829608261585236, time: 0.00 seconds
Epoch 124, Loss: 0.13617132604122162, time: 0.00 seconds
Epoch 125, Loss: 0.13408556580543518, time: 0.00 seconds
Epoch 126, Loss: 0.1320381462574005, time: 0.00 seconds
Epoch 127, Loss: 0.13002808392047882, time: 0.01 seconds
Epoch 128, Loss: 0.1280541568994522, time: 0.01 seconds
Epoch 129, Loss: 0.12611496448516846, time: 0.00 seconds
Epoch 130, Loss: 0.12420899420976639, time: 0.00 seconds
Epoch 131, Loss: 0.12233474850654602, time: 0.00 seconds
Epoch 132, Loss: 0.12049079686403275, time: 0.00 seconds
Epoch 133, Loss: 0.11867569386959076, time: 0.00 seconds
Epoch 134, Loss: 0.11688820272684097, time: 0.00 seconds
Epoch 135, Loss: 0.11512717604637146, time: 0.00 seconds
Epoch 136, Loss: 0.11339160799980164, time: 0.00 seconds
Epoch 137, Loss: 0.11168064922094345, time: 0.00 seconds
Epoch 138, Loss: 0.10999360680580139, time: 0.00 seconds
Epoch 139, Loss: 0.10832992196083069, time: 0.00 seconds
Epoch 140, Loss: 0.10668919235467911, time: 0.00 seconds
Epoch 141, Loss: 0.10507111996412277, time: 0.00 seconds
Epoch 142, Loss: 0.10347554832696915, time: 0.00 seconds
Epoch 143, Loss: 0.10190235823392868, time: 0.00 seconds
Epoch 144, Loss: 0.10035154223442078, time: 0.00 seconds
Epoch 145, Loss: 0.09882313758134842, time: 0.00 seconds
Epoch 146, Loss: 0.0973171815276146, time: 0.00 seconds
Epoch 147, Loss: 0.09583371132612228, time: 0.00 seconds
Epoch 148, Loss: 0.09437280893325806, time: 0.00 seconds
Epoch 149, Loss: 0.09293447434902191, time: 0.01 seconds
Epoch 150, Loss: 0.09151872247457504, time: 0.00 seconds
Epoch 151, Loss: 0.09012550115585327, time: 0.00 seconds
Epoch 152, Loss: 0.08875474333763123, time: 0.00 seconds
Epoch 153, Loss: 0.08740628510713577, time: 0.00 seconds
Epoch 154, Loss: 0.08607997745275497, time: 0.00 seconds
Epoch 155, Loss: 0.08477560430765152, time: 0.00 seconds
Epoch 156, Loss: 0.08349291980266571, time: 0.00 seconds
Epoch 157, Loss: 0.08223166316747665, time: 0.00 seconds
Epoch 158, Loss: 0.08099155128002167, time: 0.00 seconds
Epoch 159, Loss: 0.07977224886417389, time: 0.00 seconds
Epoch 160, Loss: 0.07857344299554825, time: 0.00 seconds
Epoch 161, Loss: 0.07739484310150146, time: 0.00 seconds
Epoch 162, Loss: 0.07623609155416489, time: 0.00 seconds
Epoch 163, Loss: 0.07509689033031464, time: 0.00 seconds
Epoch 164, Loss: 0.07397688925266266, time: 0.00 seconds
Epoch 165, Loss: 0.07287582755088806, time: 0.00 seconds
Epoch 166, Loss: 0.07179338485002518, time: 0.00 seconds
Epoch 167, Loss: 0.07072926312685013, time: 0.00 seconds
Epoch 168, Loss: 0.06968318670988083, time: 0.00 seconds
Epoch 169, Loss: 0.06865489482879639, time: 0.00 seconds
Epoch 170, Loss: 0.06764409691095352, time: 0.00 seconds
Epoch 171, Loss: 0.06665056943893433, time: 0.00 seconds
Epoch 172, Loss: 0.06567402929067612, time: 0.00 seconds
Epoch 173, Loss: 0.06471424549818039, time: 0.00 seconds
Epoch 174, Loss: 0.06377094238996506, time: 0.00 seconds
Epoch 175, Loss: 0.06284388154745102, time: 0.00 seconds
Epoch 176, Loss: 0.06193282827734947, time: 0.00 seconds
Epoch 177, Loss: 0.06103752925992012, time: 0.00 seconds
Epoch 178, Loss: 0.06015771999955177, time: 0.00 seconds
Epoch 179, Loss: 0.059293169528245926, time: 0.00 seconds
Epoch 180, Loss: 0.05844362452626228, time: 0.00 seconds
Epoch 181, Loss: 0.05760885775089264, time: 0.00 seconds
Epoch 182, Loss: 0.056788600981235504, time: 0.00 seconds
Epoch 183, Loss: 0.05598263069987297, time: 0.00 seconds
Epoch 184, Loss: 0.05519070103764534, time: 0.00 seconds
Epoch 185, Loss: 0.054412588477134705, time: 0.00 seconds
Epoch 186, Loss: 0.05364805459976196, time: 0.00 seconds
Epoch 187, Loss: 0.052896879613399506, time: 0.00 seconds
Epoch 188, Loss: 0.05215883627533913, time: 0.01 seconds
Epoch 189, Loss: 0.05143371969461441, time: 0.00 seconds
Epoch 190, Loss: 0.050721295177936554, time: 0.00 seconds
Epoch 191, Loss: 0.05002138391137123, time: 0.00 seconds
Epoch 192, Loss: 0.04933375492691994, time: 0.02 seconds
Epoch 193, Loss: 0.048658210784196854, time: 0.00 seconds
Epoch 194, Loss: 0.04799458384513855, time: 0.00 seconds
Epoch 195, Loss: 0.04734263941645622, time: 0.01 seconds
Epoch 196, Loss: 0.04670221358537674, time: 0.01 seconds
Epoch 197, Loss: 0.046073105186223984, time: 0.00 seconds
Epoch 198, Loss: 0.045455124229192734, time: 0.00 seconds
Epoch 199, Loss: 0.044848084449768066, time: 0.01 seconds
Epoch 200, Loss: 0.044251807034015656, time: 0.01 seconds
Epoch 201, Loss: 0.04366610199213028, time: 0.00 seconds
Epoch 202, Loss: 0.04309080168604851, time: 0.00 seconds
Epoch 203, Loss: 0.04252570867538452, time: 0.00 seconds
Epoch 204, Loss: 0.04197065532207489, time: 0.00 seconds
Epoch 205, Loss: 0.04142546281218529, time: 0.00 seconds
Epoch 206, Loss: 0.04088994860649109, time: 0.00 seconds
Epoch 207, Loss: 0.040363945066928864, time: 0.00 seconds
Epoch 208, Loss: 0.039847273379564285, time: 0.00 seconds
Epoch 209, Loss: 0.03933977335691452, time: 0.00 seconds
Epoch 210, Loss: 0.038841258734464645, time: 0.00 seconds
Epoch 211, Loss: 0.038351573050022125, time: 0.00 seconds
Epoch 212, Loss: 0.03787054494023323, time: 0.00 seconds
Epoch 213, Loss: 0.03739802539348602, time: 0.00 seconds
Epoch 214, Loss: 0.03693384677171707, time: 0.00 seconds
Epoch 215, Loss: 0.03647783771157265, time: 0.00 seconds
Epoch 216, Loss: 0.03602984920144081, time: 0.00 seconds
Epoch 217, Loss: 0.03558972850441933, time: 0.00 seconds
Epoch 218, Loss: 0.03515731170773506, time: 0.00 seconds
Epoch 219, Loss: 0.034732453525066376, time: 0.00 seconds
Epoch 220, Loss: 0.034315016120672226, time: 0.00 seconds
Epoch 221, Loss: 0.03390483558177948, time: 0.00 seconds
Epoch 222, Loss: 0.033501774072647095, time: 0.00 seconds
Epoch 223, Loss: 0.03310569003224373, time: 0.00 seconds
Epoch 224, Loss: 0.03271643817424774, time: 0.00 seconds
Epoch 225, Loss: 0.0323338657617569, time: 0.00 seconds
Epoch 226, Loss: 0.03195786476135254, time: 0.00 seconds
Epoch 227, Loss: 0.03158828616142273, time: 0.00 seconds
Epoch 228, Loss: 0.031224992126226425, time: 0.00 seconds
Epoch 229, Loss: 0.03086784854531288, time: 0.00 seconds
Epoch 230, Loss: 0.030516739934682846, time: 0.00 seconds
Epoch 231, Loss: 0.030171532183885574, time: 0.00 seconds
Epoch 232, Loss: 0.02983209677040577, time: 0.00 seconds
Epoch 233, Loss: 0.029498323798179626, time: 0.00 seconds
Epoch 234, Loss: 0.0291700791567564, time: 0.00 seconds
Epoch 235, Loss: 0.028847260400652885, time: 0.00 seconds
Epoch 236, Loss: 0.028529740869998932, time: 0.00 seconds
Epoch 237, Loss: 0.028217405080795288, time: 0.00 seconds
Epoch 238, Loss: 0.027910154312849045, time: 0.00 seconds
Epoch 239, Loss: 0.027607867494225502, time: 0.00 seconds
Epoch 240, Loss: 0.027310432866215706, time: 0.00 seconds
Epoch 241, Loss: 0.027017764747142792, time: 0.00 seconds
Epoch 242, Loss: 0.02672974020242691, time: 0.00 seconds
Epoch 243, Loss: 0.0264462698251009, time: 0.00 seconds
Epoch 244, Loss: 0.02616725116968155, time: 0.00 seconds
Epoch 245, Loss: 0.02589258924126625, time: 0.00 seconds
Epoch 246, Loss: 0.025622183457016945, time: 0.00 seconds
Epoch 247, Loss: 0.025355955585837364, time: 0.00 seconds
Epoch 248, Loss: 0.025093797594308853, time: 0.00 seconds
Epoch 249, Loss: 0.024835629388689995, time: 0.00 seconds
Epoch 250, Loss: 0.024581357836723328, time: 0.00 seconds
Epoch 251, Loss: 0.024330908432602882, time: 0.00 seconds
Epoch 252, Loss: 0.024084195494651794, time: 0.00 seconds
Epoch 253, Loss: 0.02384112775325775, time: 0.00 seconds
Epoch 254, Loss: 0.023601630702614784, time: 0.00 seconds
Epoch 255, Loss: 0.02336563542485237, time: 0.00 seconds
Epoch 256, Loss: 0.023133058100938797, time: 0.00 seconds
Epoch 257, Loss: 0.022903824225068092, time: 0.00 seconds
Epoch 258, Loss: 0.022677864879369736, time: 0.00 seconds
Epoch 259, Loss: 0.02245510369539261, time: 0.00 seconds
Epoch 260, Loss: 0.022235484793782234, time: 0.00 seconds
Epoch 261, Loss: 0.022018926218152046, time: 0.00 seconds
Epoch 262, Loss: 0.021805373951792717, time: 0.00 seconds
Epoch 263, Loss: 0.021594764664769173, time: 0.00 seconds
Epoch 264, Loss: 0.021387027576565742, time: 0.00 seconds
Epoch 265, Loss: 0.021182110533118248, time: 0.00 seconds
Epoch 266, Loss: 0.020979948341846466, time: 0.00 seconds
Epoch 267, Loss: 0.02078048512339592, time: 0.00 seconds
Epoch 268, Loss: 0.02058367431163788, time: 0.00 seconds
Epoch 269, Loss: 0.020389454439282417, time: 0.00 seconds
Epoch 270, Loss: 0.02019776962697506, time: 0.00 seconds
Epoch 271, Loss: 0.020008577033877373, time: 0.00 seconds
Epoch 272, Loss: 0.019821815192699432, time: 0.00 seconds
Epoch 273, Loss: 0.019637450575828552, time: 0.00 seconds
Epoch 274, Loss: 0.019455429166555405, time: 0.00 seconds
Epoch 275, Loss: 0.01927570253610611, time: 0.00 seconds
Epoch 276, Loss: 0.01909823715686798, time: 0.00 seconds
Epoch 277, Loss: 0.018922973424196243, time: 0.00 seconds
Epoch 278, Loss: 0.018749883398413658, time: 0.00 seconds
Epoch 279, Loss: 0.018578922376036644, time: 0.00 seconds
Epoch 280, Loss: 0.018410049378871918, time: 0.00 seconds
Epoch 281, Loss: 0.018243229016661644, time: 0.00 seconds
Epoch 282, Loss: 0.018078429624438286, time: 0.00 seconds
Epoch 283, Loss: 0.01791560649871826, time: 0.00 seconds
Epoch 284, Loss: 0.017754727974534035, time: 0.00 seconds
Epoch 285, Loss: 0.01759576052427292, time: 0.00 seconds
Epoch 286, Loss: 0.017438676208257675, time: 0.00 seconds
Epoch 287, Loss: 0.01728343404829502, time: 0.00 seconds
Epoch 288, Loss: 0.017130011692643166, time: 0.00 seconds
Epoch 289, Loss: 0.016978375613689423, time: 0.00 seconds
Epoch 290, Loss: 0.016828501597046852, time: 0.00 seconds
Epoch 291, Loss: 0.016680356115102768, time: 0.00 seconds
Epoch 292, Loss: 0.01653391309082508, time: 0.00 seconds
Epoch 293, Loss: 0.01638914830982685, time: 0.00 seconds
Epoch 294, Loss: 0.016246037557721138, time: 0.00 seconds
Epoch 295, Loss: 0.016104552894830704, time: 0.00 seconds
Epoch 296, Loss: 0.015964670106768608, time: 0.00 seconds
Epoch 297, Loss: 0.01582637056708336, time: 0.01 seconds
Epoch 298, Loss: 0.015689626336097717, time: 0.01 seconds
Epoch 299, Loss: 0.015554412268102169, time: 0.00 seconds
Epoch 300, Loss: 0.015420714393258095, time: 0.00 seconds
Epoch 301, Loss: 0.015288506634533405, time: 0.00 seconds
Epoch 302, Loss: 0.015157767571508884, time: 0.00 seconds
Epoch 303, Loss: 0.015028482303023338, time: 0.00 seconds
Epoch 304, Loss: 0.014900626614689827, time: 0.00 seconds
Epoch 305, Loss: 0.014774181880056858, time: 0.00 seconds
Epoch 306, Loss: 0.014649128541350365, time: 0.00 seconds
Epoch 307, Loss: 0.014525451697409153, time: 0.00 seconds
Epoch 308, Loss: 0.01440313272178173, time: 0.00 seconds
Epoch 309, Loss: 0.014282152988016605, time: 0.00 seconds
Epoch 310, Loss: 0.014162490144371986, time: 0.00 seconds
Epoch 311, Loss: 0.014044131152331829, time: 0.00 seconds
Epoch 312, Loss: 0.01392706111073494, time: 0.00 seconds
Epoch 313, Loss: 0.013811258599162102, time: 0.00 seconds
Epoch 314, Loss: 0.013696709647774696, time: 0.00 seconds
Epoch 315, Loss: 0.01358339935541153, time: 0.00 seconds
Epoch 316, Loss: 0.013471313752233982, time: 0.00 seconds
Epoch 317, Loss: 0.013360430486500263, time: 0.00 seconds
Epoch 318, Loss: 0.013250738382339478, time: 0.01 seconds
Epoch 319, Loss: 0.013142223469913006, time: 0.00 seconds
Epoch 320, Loss: 0.013034867122769356, time: 0.01 seconds
Epoch 321, Loss: 0.012928658165037632, time: 0.00 seconds
Epoch 322, Loss: 0.012823578901588917, time: 0.00 seconds
Epoch 323, Loss: 0.012719621881842613, time: 0.00 seconds
Epoch 324, Loss: 0.012616762891411781, time: 0.00 seconds
Epoch 325, Loss: 0.0125149916857481, time: 0.00 seconds
Epoch 326, Loss: 0.01241429802030325, time: 0.00 seconds
Epoch 327, Loss: 0.012314660474658012, time: 0.00 seconds
Epoch 328, Loss: 0.012216078117489815, time: 0.00 seconds
Epoch 329, Loss: 0.012118524871766567, time: 0.00 seconds
Epoch 330, Loss: 0.012021994218230247, time: 0.00 seconds
Epoch 331, Loss: 0.011926474049687386, time: 0.00 seconds
Epoch 332, Loss: 0.011831949464976788, time: 0.00 seconds
Epoch 333, Loss: 0.01173840370029211, time: 0.00 seconds
Epoch 334, Loss: 0.011645831167697906, time: 0.00 seconds
Epoch 335, Loss: 0.011554218828678131, time: 0.00 seconds
Epoch 336, Loss: 0.011463547125458717, time: 0.00 seconds
Epoch 337, Loss: 0.011373812332749367, time: 0.00 seconds
Epoch 338, Loss: 0.011284998618066311, time: 0.00 seconds
Epoch 339, Loss: 0.01119709387421608, time: 0.00 seconds
Epoch 340, Loss: 0.011110085994005203, time: 0.00 seconds
Epoch 341, Loss: 0.011023969389498234, time: 0.01 seconds
Epoch 342, Loss: 0.010938725434243679, time: 0.00 seconds
Epoch 343, Loss: 0.010854349471628666, time: 0.00 seconds
Epoch 344, Loss: 0.010770826600492, time: 0.00 seconds
Epoch 345, Loss: 0.010688146576285362, time: 0.00 seconds
Epoch 346, Loss: 0.010606296360492706, time: 0.00 seconds
Epoch 347, Loss: 0.010525272227823734, time: 0.00 seconds
Epoch 348, Loss: 0.010445060208439827, time: 0.00 seconds
Epoch 349, Loss: 0.01036564726382494, time: 0.00 seconds
Epoch 350, Loss: 0.01028702687472105, time: 0.00 seconds
Epoch 351, Loss: 0.010209186933934689, time: 0.00 seconds
Epoch 352, Loss: 0.010132118128240108, time: 0.00 seconds
Epoch 353, Loss: 0.010055813007056713, time: 0.00 seconds
Epoch 354, Loss: 0.009980260394513607, time: 0.00 seconds
Epoch 355, Loss: 0.00990545004606247, time: 0.00 seconds
Epoch 356, Loss: 0.009831375442445278, time: 0.00 seconds
Epoch 357, Loss: 0.009758025407791138, time: 0.00 seconds
Epoch 358, Loss: 0.009685392491519451, time: 0.00 seconds
Epoch 359, Loss: 0.009613464586436749, time: 0.00 seconds
Epoch 360, Loss: 0.009542236104607582, time: 0.00 seconds
Epoch 361, Loss: 0.009471695870161057, time: 0.00 seconds
Epoch 362, Loss: 0.009401840157806873, time: 0.00 seconds
Epoch 363, Loss: 0.009332657791674137, time: 0.00 seconds
Epoch 364, Loss: 0.009264139458537102, time: 0.00 seconds
Epoch 365, Loss: 0.009196280501782894, time: 0.00 seconds
Epoch 366, Loss: 0.009129068814218044, time: 0.00 seconds
Epoch 367, Loss: 0.009062500670552254, time: 0.00 seconds
Epoch 368, Loss: 0.008996563963592052, time: 0.00 seconds
Epoch 369, Loss: 0.008931256830692291, time: 0.00 seconds
Epoch 370, Loss: 0.008866566233336926, time: 0.00 seconds
Epoch 371, Loss: 0.008802489377558231, time: 0.00 seconds
Epoch 372, Loss: 0.008739015087485313, time: 0.00 seconds
Epoch 373, Loss: 0.008676139637827873, time: 0.00 seconds
Epoch 374, Loss: 0.008613853715360165, time: 0.00 seconds
Epoch 375, Loss: 0.00855215173214674, time: 0.00 seconds
Epoch 376, Loss: 0.008491027168929577, time: 0.00 seconds
Epoch 377, Loss: 0.008430471643805504, time: 0.00 seconds
Epoch 378, Loss: 0.008370480500161648, time: 0.00 seconds
Epoch 379, Loss: 0.008311046287417412, time: 0.00 seconds
Epoch 380, Loss: 0.008252164348959923, time: 0.00 seconds
Epoch 381, Loss: 0.00819382630288601, time: 0.00 seconds
Epoch 382, Loss: 0.008136025629937649, time: 0.00 seconds
Epoch 383, Loss: 0.008078756742179394, time: 0.00 seconds
Epoch 384, Loss: 0.008022015914320946, time: 0.00 seconds
Epoch 385, Loss: 0.007965795695781708, time: 0.00 seconds
Epoch 386, Loss: 0.007910087704658508, time: 0.00 seconds
Epoch 387, Loss: 0.007854891009628773, time: 0.00 seconds
Epoch 388, Loss: 0.007800196297466755, time: 0.00 seconds
Epoch 389, Loss: 0.007746001705527306, time: 0.00 seconds
Epoch 390, Loss: 0.007692296523600817, time: 0.00 seconds
Epoch 391, Loss: 0.007639081217348576, time: 0.00 seconds
Epoch 392, Loss: 0.007586345542222261, time: 0.00 seconds
Epoch 393, Loss: 0.00753408670425415, time: 0.00 seconds
Epoch 394, Loss: 0.007482300512492657, time: 0.00 seconds
Epoch 395, Loss: 0.0074309795163571835, time: 0.00 seconds
Epoch 396, Loss: 0.00738011859357357, time: 0.00 seconds
Epoch 397, Loss: 0.0073297168128192425, time: 0.00 seconds
Epoch 398, Loss: 0.007279765326529741, time: 0.00 seconds
Epoch 399, Loss: 0.0072302608750760555, time: 0.00 seconds
Epoch 400, Loss: 0.007181199733167887, time: 0.00 seconds
Epoch 401, Loss: 0.007132573984563351, time: 0.00 seconds
Epoch 402, Loss: 0.007084381766617298, time: 0.00 seconds
Epoch 403, Loss: 0.007036617491394281, time: 0.00 seconds
Epoch 404, Loss: 0.006989277899265289, time: 0.00 seconds
Epoch 405, Loss: 0.006942358333617449, time: 0.00 seconds
Epoch 406, Loss: 0.0068958536721765995, time: 0.00 seconds
Epoch 407, Loss: 0.006849760189652443, time: 0.00 seconds
Epoch 408, Loss: 0.006804072298109531, time: 0.00 seconds
Epoch 409, Loss: 0.006758788134902716, time: 0.00 seconds
Epoch 410, Loss: 0.006713902112096548, time: 0.00 seconds
Epoch 411, Loss: 0.0066694095730781555, time: 0.00 seconds
Epoch 412, Loss: 0.006625309120863676, time: 0.00 seconds
Epoch 413, Loss: 0.0065815937705338, time: 0.00 seconds
Epoch 414, Loss: 0.006538262590765953, time: 0.01 seconds
Epoch 415, Loss: 0.006495308130979538, time: 0.00 seconds
Epoch 416, Loss: 0.006452728994190693, time: 0.00 seconds
Epoch 417, Loss: 0.006410522852092981, time: 0.00 seconds
Epoch 418, Loss: 0.006368683651089668, time: 0.00 seconds
Epoch 419, Loss: 0.006327207665890455, time: 0.00 seconds
Epoch 420, Loss: 0.00628609349951148, time: 0.00 seconds
Epoch 421, Loss: 0.006245335564017296, time: 0.00 seconds
Epoch 422, Loss: 0.006204929668456316, time: 0.00 seconds
Epoch 423, Loss: 0.006164874881505966, time: 0.00 seconds
Epoch 424, Loss: 0.006125167012214661, time: 0.00 seconds
Epoch 425, Loss: 0.006085801403969526, time: 0.00 seconds
Epoch 426, Loss: 0.006046775728464127, time: 0.00 seconds
Epoch 427, Loss: 0.00600808672606945, time: 0.00 seconds
Epoch 428, Loss: 0.005969730671495199, time: 0.00 seconds
Epoch 429, Loss: 0.005931704770773649, time: 0.00 seconds
Epoch 430, Loss: 0.005894005298614502, time: 0.00 seconds
Epoch 431, Loss: 0.005856628995388746, time: 0.00 seconds
Epoch 432, Loss: 0.005819573998451233, time: 0.00 seconds
Epoch 433, Loss: 0.0057828365825116634, time: 0.00 seconds
Epoch 434, Loss: 0.005746413487941027, time: 0.00 seconds
Epoch 435, Loss: 0.005710300523787737, time: 0.00 seconds
